100,0
200,0
300,0
400,0
500,20006
600,0
700,20022
800,20014
900,20014
1000,20276
1100,20028
1200,0
1300,20014
1400,20008
1500,19990
1600,0
1700,40028
1800,39798
1900,20028
2000,0
2100,40004
2200,20264
2300,20022
2400,20000
2500,20014
2600,60050
2700,0
2800,40042
2900,20006
3000,20014
3100,20026
3200,59972
3300,20072
3400,40028
3500,40022
3600,40132
3700,20112
3800,99980
3900,60042
4000,40028
4100,80050
4200,40028
4300,20014
4400,60042
4500,20014
4600,40028
4700,20078
4800,80056
4900,40028
5000,100056
5100,60036
5200,60042
5300,59864
5400,80056
5500,60042
5600,0
5700,60044
5800,40028
5900,20014
6000,100072
6100,100070
6200,20014
6300,0
6400,80064
6500,40028
6600,80058
6700,60048
6800,60042
6900,40028
7000,120086
7100,40028
7200,40034
7300,120092
7400,140098
7500,100070
7600,80064
7700,40020
7800,100064
7900,60042
8000,60042
8100,100078
8200,120084
8300,39918
8400,119842
8500,80078
8600,59980
8700,79762
8800,120432
8900,80094
9000,80056
9100,80110
9200,80058
9300,80398
9400,80408
9500,79824
9600,100406
9700,80152
9800,140106
9900,60030
10000,80012
10100,180218
10200,119910
10300,140176
10400,80056
10500,120098
10600,100178
10700,100174
10800,100160
10900,120736
11000,160590
11100,100044
11200,120046
11300,140118
11400,120174
11500,120084
11600,160130
11700,60030
11800,80044
11900,160190
12000,59998
12100,100084
12200,140266
12300,79884
12400,140106
12500,120218
12600,20026
12700,120084
12800,79998
12900,80020
13000,120070
13100,120166
13200,119974
13300,200180
13400,200154
13500,100450
13600,140592
13700,160048
13800,160278
13900,160120
14000,180122
14100,140066
14200,160088
14300,120072
14400,140090
14500,180124
14600,120080
14700,180186
14800,119982
14900,200134
15000,119914
15100,160202
15200,100072
15300,200136
15400,200308
15500,180120
15600,180102
15700,120080
15800,200134
15900,220156
16000,160102
16100,160106
16200,120086
16300,80056
16400,140092
16500,200284
16600,119770
16700,140092
16800,160114
16900,239988
17000,80050
17100,140100
17200,40060
17300,220142
17400,160120
17500,100058
17600,180142
17700,240170
17800,180128
17900,300206
18000,160100
18100,200146
18200,160114
